possession,game_id,possession_team,length,start_x,start_y,end_x,end_y,period_id,start_time_seconds,end_time_seconds
5,3942752,Spain,11,60.06875000000001,0.04250000000000398,77.13125000000001,65.9175,1,50.874,67.258
6,3942752,France,4,75.11875,67.9575,61.293749999999996,64.47250000000001,1,78.738,80.932
7,3942752,Spain,17,57.79375,67.9575,104.95625000000001,22.737499999999997,1,87.665,132.856
8,3942752,France,17,99.61875,26.307499999999997,41.86875,16.6175,1,162.897,187.415
9,3942752,France,7,38.36874999999999,17.042500000000004,21.21875,25.0325,1,200.551,207.032
10,3942752,Spain,4,21.21875,25.03249999999999,56.56875,50.3625,1,209.595,217.115
11,3942752,France,11,56.56875,50.3625,58.40625,63.62250000000001,1,217.92450000000002,230.602
12,3942752,Spain,41,58.40625,63.6225,104.95625000000001,35.0625,1,231.722,289.776
13,3942752,France,26,99.18125,34.127500000000005,16.756249999999994,60.0525,1,312.933,355.225
14,3942752,Spain,12,16.756249999999998,60.0525,88.06875,52.9975,1,356.348,370.221
15,3942752,France,6,88.06875,52.9975,8.006249999999994,67.9575,1,371.999,381.381
16,3942752,France,22,8.006249999999994,67.9575,33.38125000000001,21.122499999999995,1,413.458,445.406
17,3942752,France,8,40.118750000000006,21.972499999999997,0.04374999999998863,37.017500000000005,1,463.694,481.552
18,3942752,Spain,23,52.456250000000004,34.0425,87.98125,49.3425,1,578.766,613.62
19,3942752,France,5,87.98125,49.34250000000001,77.74375,47.21750000000001,1,617.232,620.329
20,3942752,Spain,63,77.74375,47.2175,89.90625,33.1075,1,621.928,708.873
21,3942752,France,8,89.90625,33.1075,45.893750000000004,39.3125,1,710.865,721.194
22,3942752,Spain,13,45.893750000000004,39.3125,78.26875000000001,67.9575,1,725.148,749.185
23,3942752,France,5,75.90625,67.9575,28.21875,43.7325,1,775.357,779.748
24,3942752,France,10,27.518749999999997,38.292500000000004,15.006249999999994,67.9575,1,943.405,956.765
25,3942752,Spain,9,19.03125,67.9575,70.91875,8.967500000000001,1,982.822,999.697
